latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,-10800,America/Argentina/Buenos_Aires,-03

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),wind_direction_10m_dominant (°)
2015-01-19,65,24.4,20.6,23.2,28.0,18.7,25.1,26.50,26.50,142
2015-01-20,3,22.0,16.4,19.3,20.2,12.9,16.9,0.00,0.00,143
2015-01-21,1,23.2,17.2,20.1,24.5,16.6,19.7,0.00,0.00,89
2015-01-22,1,25.8,19.2,22.3,26.2,18.0,22.0,0.00,0.00,51
2015-01-23,1,26.2,20.2,23.1,29.9,18.8,23.6,0.00,0.00,55
2015-01-24,1,27.5,20.9,24.1,31.4,23.0,26.8,0.00,0.00,87
2015-01-25,1,30.0,21.1,25.7,35.7,24.0,29.3,0.00,0.00,23
2015-01-26,1,30.8,22.9,27.1,35.7,26.4,30.7,0.00,0.00,30
2015-01-27,51,30.8,25.5,27.9,37.4,27.9,32.1,0.50,0.50,339
2015-01-28,63,27.3,19.4,23.1,32.5,16.1,24.1,16.90,16.90,136
2015-01-29,1,22.8,15.0,19.1,22.7,12.2,17.1,0.00,0.00,145
2015-01-30,2,22.7,16.1,19.8,23.6,16.4,19.6,0.00,0.00,89
2015-01-31,0,26.0,19.0,22.4,27.5,18.2,22.6,0.00,0.00,54
2015-02-01,0,27.2,20.6,23.7,30.2,20.3,24.6,0.00,0.00,65
2015-02-02,1,27.6,21.7,24.5,31.3,23.7,26.5,0.00,0.00,103
2015-02-03,1,27.8,22.6,24.9,29.7,23.8,26.0,0.00,0.00,95
2015-02-04,61,27.8,22.4,24.9,31.0,23.3,27.2,5.20,5.20,81
2015-02-05,53,28.5,23.4,25.6,33.9,25.1,28.7,1.10,1.10,59
2015-02-06,0,29.0,23.3,25.9,33.0,24.9,28.5,0.00,0.00,64
2015-02-07,1,28.9,22.4,25.8,31.8,25.1,27.8,0.00,0.00,94
2015-02-08,51,30.4,23.1,26.3,32.6,23.5,27.6,0.10,0.10,6
2015-02-09,51,30.5,21.6,25.9,34.2,18.4,27.7,0.20,0.20,236
2015-02-10,61,25.5,19.2,22.3,25.6,17.5,22.5,2.40,2.40,181
2015-02-11,0,29.2,18.0,24.0,29.9,18.2,24.2,0.00,0.00,310
2015-02-12,51,31.3,21.1,25.5,32.2,19.4,24.7,0.30,0.30,287
2015-02-13,1,24.3,16.2,20.5,24.0,14.1,18.6,0.00,0.00,131
2015-02-14,2,24.6,19.0,21.4,24.1,16.7,19.2,0.00,0.00,95
2015-02-15,1,26.3,20.0,22.9,26.8,18.4,21.8,0.00,0.00,95
2015-02-16,2,26.9,21.2,23.9,28.5,19.4,23.4,0.00,0.00,80
2015-02-17,1,29.0,21.8,25.1,31.2,22.4,26.4,0.00,0.00,54
2015-02-18,63,28.1,21.1,24.2,30.7,20.0,24.9,10.80,10.80,15
2015-02-19,51,22.1,16.6,19.5,21.0,13.3,16.9,0.20,0.20,169
2015-02-20,2,21.8,13.3,17.9,21.5,10.0,16.1,0.00,0.00,152
2015-02-21,53,24.4,18.2,21.1,27.0,17.9,21.7,1.30,1.30,90
2015-02-22,1,27.5,20.2,23.5,31.1,22.5,26.2,0.00,0.00,70
2015-02-23,0,29.1,21.3,25.2,33.7,24.2,28.3,0.00,0.00,70
2015-02-24,0,30.4,23.1,26.3,34.2,25.0,29.2,0.00,0.00,49
2015-02-25,53,27.5,22.6,24.9,29.0,22.7,26.3,1.50,1.50,109
2015-02-26,51,27.2,21.7,23.8,28.8,22.0,24.8,1.20,1.20,116
2015-02-27,51,26.1,18.7,22.2,26.3,15.9,21.6,0.20,0.20,135
2015-02-28,1,23.6,16.8,20.2,22.9,15.5,18.8,0.00,0.00,90
2015-03-01,51,26.9,20.8,23.1,27.5,19.8,23.6,0.50,0.50,43
2015-03-02,61,28.8,20.7,24.6,31.7,22.3,26.6,4.10,4.10,320
2015-03-03,63,25.7,22.5,23.4,28.7,24.9,26.1,27.30,27.30,50
2015-03-04,63,26.5,20.9,23.6,28.0,23.2,25.6,9.80,9.80,175
2015-03-05,2,24.9,18.9,22.2,27.1,20.6,23.6,0.00,0.00,108
2015-03-06,0,27.0,20.3,23.3,30.5,21.9,25.1,0.00,0.00,70
2015-03-07,0,27.4,20.6,23.8,30.8,21.0,25.4,0.00,0.00,38
2015-03-08,0,27.5,20.7,23.9,31.1,21.7,25.6,0.00,0.00,45
2015-03-09,1,27.5,19.5,24.1,31.1,21.5,26.2,0.00,0.00,96
2015-03-10,51,28.1,23.6,25.4,31.4,25.6,28.0,0.10,0.10,68
2015-03-11,0,28.3,22.9,25.3,32.5,25.0,27.8,0.00,0.00,56
2015-03-12,0,28.8,21.5,25.1,31.1,23.7,27.3,0.00,0.00,33
2015-03-13,0,29.6,21.6,25.4,31.0,22.7,26.8,0.00,0.00,357
2015-03-14,51,27.4,20.7,23.7,28.6,20.5,25.0,1.20,1.20,139
2015-03-15,3,25.9,18.8,21.9,26.5,18.6,21.9,0.00,0.00,128
2015-03-16,0,27.2,20.1,23.3,30.2,20.5,24.7,0.00,0.00,90
2015-03-17,0,30.5,22.7,26.0,34.5,23.3,27.9,0.00,0.00,53
2015-03-18,1,28.9,22.8,25.6,31.2,23.7,26.6,0.00,0.00,64
2015-03-19,0,28.2,21.8,24.7,30.3,21.7,25.6,0.00,0.00,57
2015-03-20,1,31.4,21.0,25.7,32.3,15.0,26.6,0.00,0.00,243
2015-03-21,3,20.8,13.5,17.5,18.3,8.0,13.2,0.00,0.00,186
2015-03-22,2,19.7,13.7,17.2,18.5,10.6,14.7,0.00,0.00,142
2015-03-23,3,20.4,14.8,17.9,19.3,13.9,16.7,0.00,0.00,93
2015-03-24,51,20.8,17.2,18.8,19.3,15.9,17.6,0.60,0.60,89
2015-03-25,53,21.6,15.9,18.1,20.2,13.8,16.9,1.80,1.80,169
2015-03-26,2,21.6,12.8,17.3,19.3,9.9,14.8,0.00,0.00,158
2015-03-27,1,21.4,13.3,17.5,20.6,12.5,16.4,0.00,0.00,128
2015-03-28,0,22.5,15.7,18.9,22.8,15.0,18.1,0.00,0.00,64
2015-03-29,0,25.9,17.4,21.2,26.0,17.2,21.2,0.00,0.00,36
2015-03-30,51,25.8,18.6,22.1,28.0,19.6,23.5,0.10,0.10,1
2015-03-31,2,24.2,16.6,20.6,22.5,15.4,19.5,0.00,0.00,203
2015-04-01,0,26.1,17.0,21.1,24.6,16.3,20.2,0.00,0.00,2
2015-04-02,0,28.3,17.6,22.6,26.8,16.2,21.0,0.00,0.00,342
2015-04-03,1,29.3,19.3,23.8,29.4,17.7,23.3,0.00,0.00,333
2015-04-04,53,24.5,19.4,21.7,24.6,19.6,22.2,1.90,1.90,118
2015-04-05,2,24.1,15.2,20.1,22.1,10.3,18.1,0.00,0.00,143
2015-04-06,3,18.8,12.2,15.5,16.9,8.8,12.6,0.00,0.00,123
2015-04-07,1,22.2,15.0,18.2,20.4,12.6,16.0,0.00,0.00,69
2015-04-08,2,23.8,16.8,19.9,22.7,15.4,18.7,0.00,0.00,41
2015-04-09,0,25.8,16.2,20.5,26.3,15.9,20.6,0.00,0.00,34
2015-04-10,51,27.8,18.7,22.6,29.2,18.4,23.2,0.30,0.30,5
2015-04-11,61,21.6,18.0,19.5,19.8,15.3,18.3,11.20,11.20,108
2015-04-12,1,22.6,16.6,19.4,22.1,14.8,18.3,0.00,0.00,76
2015-04-13,1,26.9,19.4,22.6,28.2,17.9,22.5,0.00,0.00,24
2015-04-14,3,24.1,19.7,21.9,25.2,20.1,22.1,0.00,0.00,55
2015-04-15,51,22.4,19.2,20.3,21.3,16.7,19.1,0.30,0.30,110
2015-04-16,51,23.8,18.4,20.9,22.3,15.7,18.5,0.30,0.30,59
2015-04-17,63,21.4,15.7,18.8,20.2,12.0,16.1,15.70,15.70,296
2015-04-18,0,22.4,12.8,17.3,20.3,9.2,14.5,0.00,0.00,298
2015-04-19,1,23.1,15.7,19.3,22.6,12.9,17.7,0.00,0.00,343
2015-04-20,1,21.6,14.2,18.2,20.1,11.4,16.8,0.00,0.00,181
2015-04-21,1,20.5,12.0,16.3,19.8,10.3,15.2,0.00,0.00,198
2015-04-22,0,20.7,11.5,16.1,20.7,10.3,15.5,0.00,0.00,137
2015-04-23,0,22.5,13.7,17.7,21.2,12.6,16.7,0.00,0.00,354
2015-04-24,0,24.9,14.2,19.1,24.0,12.6,18.1,0.00,0.00,327
2015-04-25,0,25.4,15.8,20.2,25.1,14.6,19.6,0.00,0.00,340
2015-04-26,2,24.8,17.1,20.7,24.2,15.6,19.8,0.00,0.00,357
2015-04-27,1,23.2,17.2,20.1,23.0,16.8,19.9,0.00,0.00,92
2015-04-28,3,20.2,17.7,18.5,17.4,14.9,16.1,0.00,0.00,112
2015-04-29,53,17.9,15.9,16.7,15.1,12.7,13.7,7.80,7.80,60
2015-04-30,51,20.3,15.7,17.5,20.2,13.3,16.1,1.10,1.10,37
2015-05-01,53,20.8,16.0,18.2,19.8,14.6,16.8,1.20,1.20,35
2015-05-02,63,19.1,12.9,16.8,18.0,7.6,14.3,27.80,27.80,295
2015-05-03,0,15.2,8.7,11.8,9.2,2.8,6.3,0.00,0.00,257
2015-05-04,0,18.5,7.9,12.6,15.7,4.5,9.6,0.00,0.00,287
2015-05-05,1,19.6,8.8,14.0,17.9,6.8,12.3,0.00,0.00,314
2015-05-06,3,14.5,10.4,12.3,11.5,6.6,8.7,0.00,0.00,155
2015-05-07,3,14.3,9.0,11.7,11.2,5.8,8.7,0.00,0.00,81
2015-05-08,1,18.0,11.3,14.1,16.6,8.8,12.1,0.00,0.00,26
2015-05-09,1,18.0,10.7,14.6,16.9,9.4,13.4,0.00,0.00,82
2015-05-10,1,17.6,12.4,14.7,16.0,11.2,13.3,0.00,0.00,113
2015-05-11,3,17.5,12.2,14.9,17.0,10.7,13.7,0.00,0.00,108
2015-05-12,3,18.9,13.8,16.0,17.7,11.9,14.4,0.00,0.00,57
2015-05-13,2,19.1,14.1,16.1,18.2,12.1,14.7,0.00,0.00,35
2015-05-14,3,20.7,15.0,17.4,21.2,14.9,17.6,0.00,0.00,17
2015-05-15,1,22.0,16.6,18.8,22.4,16.3,18.9,0.00,0.00,4
2015-05-16,1,23.3,16.8,19.7,23.5,17.4,20.1,0.00,0.00,9
2015-05-17,2,23.0,18.2,20.3,24.2,18.6,20.9,0.00,0.00,14
2015-05-18,51,23.2,19.2,20.5,25.1,20.4,21.9,0.70,0.70,39
2015-05-19,2,23.9,18.8,20.9,26.0,20.2,22.3,0.00,0.00,18
2015-05-20,1,23.3,18.2,20.5,23.2,18.3,20.6,0.00,0.00,13
2015-05-21,1,24.3,18.2,20.9,24.2,17.5,20.5,0.00,0.00,1
2015-05-22,51,24.6,19.0,21.1,26.7,18.8,21.9,0.40,0.40,355
2015-05-23,55,20.7,15.3,18.6,22.7,13.0,18.2,3.90,3.90,180
2015-05-24,1,15.4,11.1,13.5,13.2,8.3,11.0,0.00,0.00,159
2015-05-25,1,17.3,9.2,13.1,15.8,7.1,11.5,0.00,0.00,297
2015-05-26,53,16.2,11.1,13.9,14.7,10.0,12.2,3.80,3.80,117
2015-05-27,51,16.8,12.8,14.1,14.6,10.4,12.1,0.50,0.50,118
2015-05-28,2,15.9,11.6,13.7,14.6,10.1,12.3,0.00,0.00,75
2015-05-29,1,15.7,11.4,13.4,13.6,9.3,11.2,0.00,0.00,25
2015-05-30,51,15.7,11.0,12.9,14.9,9.0,11.4,0.80,0.80,323
2015-05-31,2,18.4,10.4,13.8,17.1,9.1,12.6,0.00,0.00,314
2015-06-01,2,19.5,12.1,15.3,17.7,9.6,13.4,0.00,0.00,333
2015-06-02,1,19.7,12.4,15.9,17.5,9.6,13.2,0.00,0.00,340
2015-06-03,1,21.0,13.3,16.8,19.9,11.0,14.6,0.00,0.00,305
2015-06-04,2,18.5,9.2,14.0,16.9,6.9,12.2,0.00,0.00,82
2015-06-05,51,22.4,16.5,19.2,23.6,15.8,19.8,1.10,1.10,351
2015-06-06,61,19.7,14.7,18.6,21.2,13.7,18.2,12.50,12.50,244
2015-06-07,1,18.9,11.8,14.7,17.0,9.7,12.7,0.00,0.00,214
2015-06-08,0,17.2,9.5,13.4,14.5,7.4,10.9,0.00,0.00,111
2015-06-09,53,15.1,12.7,13.8,14.1,10.4,11.9,4.30,4.30,119
2015-06-10,3,14.3,10.0,11.9,11.8,6.7,8.8,0.00,0.00,220
2015-06-11,1,14.2,7.6,10.1,8.5,2.8,5.7,0.00,0.00,243
2015-06-12,0,14.7,6.0,9.6,10.0,2.1,5.6,0.00,0.00,314
2015-06-13,2,13.9,7.3,10.1,10.3,4.1,6.6,0.00,0.00,339
2015-06-14,51,14.5,7.0,10.5,8.4,3.4,5.5,0.10,0.10,263
2015-06-15,0,14.9,5.3,9.8,9.3,0.1,4.5,0.00,0.00,286
2015-06-16,0,17.7,8.8,12.6,13.3,4.2,7.9,0.00,0.00,326
2015-06-17,1,14.9,8.1,11.4,11.0,3.4,7.2,0.00,0.00,211
2015-06-18,0,9.7,3.1,6.5,5.3,-2.5,1.7,0.00,0.00,200
2015-06-19,1,10.7,2.6,6.8,4.7,-1.3,1.7,0.00,0.00,353
2015-06-20,1,13.0,6.0,9.0,9.0,0.9,4.5,0.00,0.00,339
2015-06-21,0,15.0,4.3,9.4,12.8,1.7,6.9,0.00,0.00,299
2015-06-22,51,12.3,6.5,9.1,6.9,2.0,4.7,0.10,0.10,196
2015-06-23,1,9.7,2.9,6.4,5.6,-1.9,2.0,0.00,0.00,135
2015-06-24,3,13.3,5.7,9.3,9.4,1.2,5.0,0.00,0.00,56
2015-06-25,53,17.0,12.3,14.1,16.3,8.5,11.8,2.30,2.30,39
2015-06-26,2,18.5,13.3,15.4,18.8,12.0,14.8,0.00,0.00,16
2015-06-27,53,18.0,14.6,16.0,18.9,13.7,15.7,3.50,3.50,13
2015-06-28,61,17.8,15.6,16.5,17.8,14.5,16.3,9.00,9.00,349
2015-06-29,51,18.1,12.6,16.0,19.5,12.0,16.7,2.00,2.00,327
2015-06-30,3,16.2,10.7,12.7,13.5,8.1,10.3,0.00,0.00,228
2015-07-01,3,12.9,9.2,10.7,10.1,6.7,8.0,0.00,0.00,100
2015-07-02,3,14.1,10.2,11.7,11.4,6.9,8.8,0.00,0.00,52
2015-07-03,51,11.0,8.5,9.9,9.7,3.1,5.7,0.40,0.40,221
2015-07-04,1,9.6,4.2,7.1,6.9,0.5,3.6,0.00,0.00,186
2015-07-05,1,12.0,6.2,8.8,7.4,1.4,4.2,0.00,0.00,11
2015-07-06,3,14.4,7.9,11.2,13.2,6.0,9.1,0.00,0.00,343
2015-07-07,2,14.9,5.6,10.3,13.7,3.3,8.7,0.00,0.00,125
2015-07-08,1,15.3,6.2,10.7,13.1,3.4,8.1,0.00,0.00,36
2015-07-09,3,15.9,9.2,12.5,14.9,6.8,10.7,0.00,0.00,0
2015-07-10,51,15.8,11.2,13.4,16.0,9.9,12.7,0.40,0.40,96
2015-07-11,51,15.2,10.6,12.7,13.9,7.4,10.4,0.20,0.20,93
2015-07-12,61,17.2,12.8,14.7,17.3,10.8,13.6,7.40,7.40,17
2015-07-13,53,14.7,8.1,11.4,14.3,4.8,8.6,1.10,1.10,210
2015-07-14,1,12.6,6.1,8.7,7.6,1.3,4.2,0.00,0.00,251
2015-07-15,1,13.2,3.0,8.3,9.5,0.0,4.6,0.00,0.00,344
2015-07-16,3,12.6,5.4,9.4,9.8,2.4,6.4,0.00,0.00,29
2015-07-17,2,14.7,6.3,10.7,12.1,3.2,7.8,0.00,0.00,19
2015-07-18,3,15.5,10.8,13.1,13.7,7.8,10.8,0.00,0.00,0
2015-07-19,51,16.0,10.1,13.3,13.0,5.0,11.0,1.00,1.00,191
2015-07-20,3,11.2,7.1,9.1,6.9,1.9,4.4,0.00,0.00,169
2015-07-21,2,10.4,3.2,7.2,6.8,0.8,4.2,0.00,0.00,356
2015-07-22,1,13.7,5.3,9.3,10.2,1.8,5.6,0.00,0.00,344
2015-07-23,3,13.5,7.7,10.1,12.0,5.1,7.8,0.00,0.00,2
2015-07-24,2,14.6,4.3,9.9,12.6,2.3,8.3,0.00,0.00,99
2015-07-25,3,16.8,9.9,13.1,14.8,7.7,11.0,0.00,0.00,39
2015-07-26,2,18.0,12.1,14.7,15.8,9.3,12.1,0.00,0.00,33
2015-07-27,1,19.1,12.3,15.4,16.7,9.7,12.7,0.00,0.00,20
2015-07-28,51,22.7,14.9,18.0,22.7,12.8,16.9,0.90,0.90,1
2015-07-29,51,17.7,13.0,16.0,19.0,9.9,14.8,1.00,1.00,145
2015-07-30,63,17.6,12.0,15.1,16.0,8.9,12.5,14.80,14.80,79
2015-07-31,65,19.4,12.8,17.2,19.7,10.4,15.5,27.60,27.60,273
2015-08-01,1,16.3,8.3,13.1,13.9,6.1,10.7,0.00,0.00,70
2015-08-02,51,18.5,12.9,15.3,18.0,12.2,14.7,0.10,0.10,165
2015-08-03,1,18.0,10.8,13.9,15.5,8.3,11.9,0.00,0.00,156
2015-08-04,1,15.9,10.4,12.9,11.4,7.5,9.4,0.00,0.00,101
2015-08-05,53,18.0,11.9,15.0,16.3,7.8,12.1,1.30,1.30,63
2015-08-06,63,20.4,16.4,18.3,21.7,13.8,17.6,18.40,18.40,2
2015-08-07,61,19.1,13.4,17.0,19.1,9.4,15.9,3.80,3.80,168
2015-08-08,63,21.4,12.5,16.0,23.7,8.3,14.5,6.60,6.60,116
2015-08-09,63,21.3,13.3,17.4,21.9,10.3,16.7,23.60,23.60,275
2015-08-10,63,13.1,10.4,11.5,10.2,5.1,8.4,37.70,37.70,201
2015-08-11,51,14.2,11.0,12.4,11.9,9.1,10.2,0.20,0.20,110
2015-08-12,63,12.2,10.1,11.2,8.7,5.4,6.3,12.70,12.70,139
2015-08-13,55,13.0,11.5,12.2,9.2,5.8,7.9,5.50,5.50,141
2015-08-14,51,11.6,10.2,10.9,10.0,7.7,8.7,2.30,2.30,183
2015-08-15,51,15.0,7.7,11.3,12.9,5.0,8.9,0.30,0.30,260
2015-08-16,3,15.0,7.6,11.4,13.3,5.3,9.8,0.00,0.00,81
2015-08-17,55,15.3,10.9,12.9,15.6,8.8,12.0,1.70,1.70,56
2015-08-18,3,18.6,9.5,13.9,17.6,7.4,12.2,0.00,0.00,220
2015-08-19,3,13.6,7.9,11.1,10.8,4.2,7.7,0.00,0.00,143
2015-08-20,51,14.5,9.3,12.0,12.4,6.1,9.4,0.20,0.20,93
2015-08-21,2,16.9,10.8,13.7,15.5,8.1,11.6,0.00,0.00,35
2015-08-22,51,18.5,12.6,14.9,16.2,8.5,12.4,0.20,0.20,293
2015-08-23,3,12.4,8.7,10.4,8.0,3.3,5.6,0.00,0.00,212
2015-08-24,1,12.8,6.6,9.9,10.3,3.5,7.0,0.00,0.00,80
2015-08-25,1,17.4,9.5,13.2,15.0,6.1,10.2,0.00,0.00,31
2015-08-26,53,19.5,13.5,16.1,19.4,12.5,15.6,1.80,1.80,40
2015-08-27,1,17.8,11.3,14.3,14.6,6.6,10.9,0.00,0.00,252
2015-08-28,1,20.8,11.6,15.9,17.1,8.7,12.8,0.00,0.00,351
2015-08-29,1,23.3,15.6,18.6,24.9,12.9,17.8,0.00,0.00,0
2015-08-30,51,20.6,14.6,17.3,18.1,12.7,15.2,0.40,0.40,110
2015-08-31,3,21.3,10.5,16.7,19.9,3.3,13.8,0.00,0.00,144
2015-09-01,3,11.8,6.5,9.3,6.4,0.6,3.7,0.00,0.00,126
2015-09-02,3,12.9,9.4,10.9,11.4,4.9,7.9,0.00,0.00,78
2015-09-03,3,15.1,10.0,12.1,12.6,7.8,9.8,0.00,0.00,143
2015-09-04,0,17.6,7.9,12.6,15.8,5.4,10.5,0.00,0.00,320
2015-09-05,0,18.6,7.3,13.2,17.5,4.7,11.3,0.00,0.00,323
2015-09-06,1,17.9,10.5,14.0,14.4,7.5,11.1,0.00,0.00,20
2015-09-07,51,16.8,12.0,14.0,15.6,9.1,11.9,0.20,0.20,48
2015-09-08,1,20.8,11.5,15.6,20.1,9.4,13.9,0.00,0.00,243
2015-09-09,63,13.4,7.9,10.9,10.5,3.5,7.7,16.80,16.80,185
2015-09-10,2,14.1,5.6,9.7,10.0,1.6,5.5,0.00,0.00,240
2015-09-11,0,9.9,3.6,7.1,4.9,-3.1,1.5,0.00,0.00,244
2015-09-12,0,15.5,5.6,10.5,14.0,1.0,7.2,0.00,0.00,285
2015-09-13,0,19.4,9.2,13.5,16.3,5.3,10.6,0.00,0.00,310
2015-09-14,1,21.4,8.9,15.2,18.7,6.5,12.2,0.00,0.00,353
2015-09-15,1,23.0,15.4,18.4,22.9,10.6,15.3,0.00,0.00,318
2015-09-16,2,15.1,9.7,12.7,12.7,4.3,8.7,0.00,0.00,138
2015-09-17,1,16.8,10.0,13.2,16.1,7.3,10.7,0.00,0.00,65
2015-09-18,0,17.0,8.1,13.0,15.5,6.2,10.5,0.00,0.00,109
2015-09-19,1,18.3,10.7,14.1,15.6,8.2,11.2,0.00,0.00,97
2015-09-20,51,18.3,11.9,14.6,14.0,9.2,11.3,0.20,0.20,104
2015-09-21,53,15.8,13.4,14.6,13.2,9.2,10.9,3.20,3.20,108
2015-09-22,51,14.9,13.1,13.8,11.2,7.7,8.9,3.70,3.70,116
2015-09-23,61,14.4,13.6,14.0,10.8,9.0,10.0,9.00,9.00,123
2015-09-24,3,17.1,13.0,14.5,13.0,8.7,10.5,0.00,0.00,144
2015-09-25,61,16.1,11.0,13.5,14.3,7.2,10.9,7.20,7.20,143
2015-09-26,3,15.4,11.8,13.6,13.5,10.8,12.2,0.00,0.00,94
2015-09-27,1,19.8,9.7,15.0,20.2,7.9,14.0,0.00,0.00,299
2015-09-28,53,18.0,13.3,15.4,15.1,10.5,12.6,1.40,1.40,313
2015-09-29,1,18.2,10.1,14.0,14.3,7.9,10.7,0.00,0.00,239
2015-09-30,1,15.9,8.0,12.3,15.4,5.3,10.0,0.00,0.00,103
2015-10-01,51,20.4,12.2,15.4,20.1,9.1,12.9,0.40,0.40,79
2015-10-02,61,15.3,8.5,12.5,14.0,2.7,8.4,5.10,5.10,186
2015-10-03,3,13.6,3.9,9.2,10.3,-1.6,5.0,0.00,0.00,207
2015-10-04,3,14.8,7.2,11.4,11.4,3.9,7.9,0.00,0.00,117
2015-10-05,3,16.8,11.5,14.4,14.9,7.8,11.3,0.00,0.00,65
2015-10-06,53,17.6,14.1,15.9,15.9,11.1,14.4,3.40,3.40,124
2015-10-07,53,18.3,12.1,14.8,15.4,8.7,11.5,1.40,1.40,144
2015-10-08,51,19.1,11.9,14.9,14.8,7.0,10.5,0.10,0.10,130
2015-10-09,3,15.1,10.3,12.4,10.8,4.8,7.2,0.00,0.00,133
2015-10-10,51,14.6,9.6,12.0,9.9,5.1,7.2,1.50,1.50,134
2015-10-11,51,15.3,10.4,12.4,12.1,6.6,9.0,3.70,3.70,137
2015-10-12,51,16.1,9.4,12.9,15.3,7.3,11.3,0.50,0.50,160
2015-10-13,3,19.3,11.9,15.6,17.7,9.4,13.5,0.00,0.00,32
2015-10-14,51,18.8,15.1,16.6,18.1,11.4,14.5,0.60,0.60,51
2015-10-15,51,17.8,12.7,15.5,16.6,9.0,12.1,0.30,0.30,249
2015-10-16,0,16.7,8.1,12.5,14.5,3.7,8.7,0.00,0.00,211
2015-10-17,0,16.5,7.5,12.3,14.9,3.8,9.1,0.00,0.00,142
2015-10-18,1,18.5,9.7,14.1,16.4,6.5,11.2,0.00,0.00,36
2015-10-19,61,18.9,13.7,16.0,17.0,11.2,14.2,4.60,4.60,33
2015-10-20,53,21.3,13.4,17.2,18.3,13.2,15.9,0.90,0.90,226
2015-10-21,1,21.9,12.9,17.6,23.0,12.2,17.4,0.00,0.00,66
2015-10-22,51,22.5,13.8,17.8,24.2,11.1,17.7,0.60,0.60,125
2015-10-23,2,16.5,8.9,13.1,14.8,3.6,9.5,0.00,0.00,167
2015-10-24,51,16.3,9.1,12.6,13.4,4.6,8.4,0.80,0.80,115
2015-10-25,51,18.8,12.1,15.3,17.1,7.7,12.4,1.20,1.20,89
2015-10-26,51,21.0,15.9,17.9,20.1,15.3,17.3,0.20,0.20,112
2015-10-27,53,21.9,15.5,18.3,23.8,15.0,18.1,1.10,1.10,120
2015-10-28,3,24.8,16.8,20.2,24.7,15.8,19.8,0.00,0.00,45
2015-10-29,61,21.8,17.7,19.4,23.0,18.0,19.7,6.30,6.30,84
2015-10-30,3,20.2,13.4,17.1,17.8,9.6,14.8,0.00,0.00,137
2015-10-31,2,18.3,9.4,14.1,16.1,5.3,10.5,0.00,0.00,124
2015-11-01,3,19.4,12.5,15.9,17.5,9.6,12.5,0.00,0.00,96
2015-11-02,51,19.2,12.7,16.1,17.3,9.5,13.4,0.30,0.30,80
2015-11-03,3,21.9,14.8,17.9,22.2,13.2,17.2,0.00,0.00,114
2015-11-04,2,19.9,13.2,16.2,16.8,10.4,12.9,0.00,0.00,122
2015-11-05,1,21.2,11.2,16.6,20.2,9.9,15.2,0.00,0.00,116
2015-11-06,1,24.3,13.3,19.4,25.7,12.1,19.1,0.00,0.00,37
2015-11-07,1,25.2,16.5,20.9,25.1,16.2,20.2,0.00,0.00,54
2015-11-08,1,25.7,18.0,21.9,26.1,16.8,21.2,0.00,0.00,38
2015-11-09,2,26.2,19.2,22.4,29.0,18.6,22.6,0.00,0.00,81
2015-11-10,61,27.3,18.8,22.7,30.5,19.1,23.9,2.40,2.40,142
2015-11-11,0,26.1,17.2,21.7,26.3,16.0,20.4,0.00,0.00,114
2015-11-12,65,24.7,17.6,21.0,22.6,15.2,19.1,41.70,41.70,78
2015-11-13,61,21.5,14.4,18.4,22.4,9.3,15.7,3.90,3.90,232
2015-11-14,1,24.9,14.2,20.0,27.9,14.1,21.1,0.00,0.00,358
2015-11-15,1,26.3,18.7,22.5,27.7,18.5,23.0,0.00,0.00,13
2015-11-16,1,25.8,19.6,22.5,27.1,18.9,22.5,0.00,0.00,53
2015-11-17,63,22.9,18.4,20.5,26.2,18.6,21.2,13.40,13.40,97
2015-11-18,51,21.9,16.4,19.1,21.8,15.3,18.6,0.50,0.50,130
2015-11-19,63,18.9,13.3,16.6,18.9,7.9,15.3,16.20,16.20,147
2015-11-20,2,19.0,10.6,15.3,20.0,7.0,13.0,0.00,0.00,172
2015-11-21,2,22.2,14.0,18.2,19.5,10.4,15.3,0.00,0.00,1
2015-11-22,3,23.7,15.4,19.5,25.3,14.8,19.4,0.00,0.00,92
2015-11-23,51,22.1,16.6,19.0,21.6,14.5,16.9,0.10,0.10,92
2015-11-24,1,21.8,15.6,18.8,20.7,12.6,16.8,0.00,0.00,80
2015-11-25,1,23.0,16.2,19.9,23.6,13.8,18.5,0.00,0.00,76
2015-11-26,3,24.4,17.5,20.8,26.6,15.5,20.4,0.00,0.00,82
2015-11-27,63,22.9,18.0,20.2,22.9,15.7,20.1,22.40,22.40,175
2015-11-28,1,23.2,15.0,19.2,21.3,12.5,16.7,0.00,0.00,223
2015-11-29,2,24.2,13.1,18.9,23.4,11.1,17.3,0.00,0.00,204
2015-11-30,1,26.8,16.7,21.9,28.9,16.1,22.0,0.00,0.00,345
2015-12-01,1,27.1,18.6,23.1,29.0,18.7,23.4,0.00,0.00,29
2015-12-02,0,26.0,19.1,22.6,27.2,19.1,22.6,0.00,0.00,107
2015-12-03,55,25.0,18.4,21.8,26.6,17.1,22.1,4.60,4.60,59
2015-12-04,53,26.1,19.3,22.2,29.7,21.0,24.3,3.10,3.10,182
